Washington;;94
Adams;;48
Jefferson;;96
Madison;;96
Monroe;;96
Adams;;48
Jackson;;96
Van Buren;;48
Harrison;;1
Tyler;;47
Polk;;48
Taylor;;16
Filmore;;32
Pierce;;48
Buchanan;;48
Lincoln;;49
Johnson;;47
Grant;;96
48;;
7;;
41;;
48;;
48;;
48;;
54;;
90;;
48;;
96;;
29;;
67;;
48;;
146;;
92;;
96;;
34;;
62;;
67;;
29;;
48;;
96;;
48;;
96;;
96;;
